scale,posX,posY,posZ,pecVX,pecVY,pecVZ,mvir,m200c_all,rvir,rs,vmax,pid,upid,desc_id,mmp,dfid,id,num_prog,lastprog_dfid,sam_mvir
1.0,72.9434974430535,82.64161634153872,79.64929300170952,-239.33999633789062,394.55999755859375,236.6300048828125,1731485620.6228578,1860974471.7627773,31.72701507509243,0.19222171540019445,30.690000534057617,1313946,1313946,-1,1,322200,1313972,1,323183,1731485620.6228578
0.9962000250816345,72.95719079085993,82.61952167863977,79.6360032353453,-234.11000061035156,378.69000244140625,229.4199981689453,1767247802.115929,2017583072.5674264,31.996721163394287,0.1013261864036477,30.920000076293945,1309927,1309927,1313972,1,322201,1309954,1,323183,1764267620.3248398
0.9922999739646912,72.97034981957385,82.59804659851828,79.62294652305333,-229.00999450683594,364.79998779296875,224.41000366210938,1794069438.2357323,1939204386.8275964,32.20682509377823,0.1192072689790801,31.149999618530273,1305872,1305872,1309954,1,322202,1305904,1,323183,1794069438.2357323
0.9884999990463257,72.98359411197276,82.57733320731587,79.61021949700992,-222.1999969482422,352.3999938964844,219.6300048828125,1820891074.3555355,1931604875.5774102,32.41543690967517,0.14304872721571305,31.170000076293945,1301789,1301789,1305904,1,322203,1301824,1,323183,1815929000.149009
0.9846000075340271,72.99642345443814,82.55706887152098,79.59761752437113,-216.08999633789062,339.9200134277344,215.19000244140625,1832811801.5198927,1918193962.1516912,32.53315479526966,0.18030099738392028,31.0,1297683,1297683,1301824,1,322204,1297719,1,323183,1831813512.1442406
0.9807999730110168,73.00894016339196,82.53729906509892,79.58518607910229,-210.7899932861328,329.7300109863281,211.11000061035156,1841752346.8931603,1918193962.1516912,32.6389499755823,0.15347936241872936,30.760000228881836,1293580,1293580,1297719,1,322205,1293619,1,323183,1841752346.8931603
0.9769999980926514,73.0211612915712,82.51798399833005,79.57298200366003,-204.2899932861328,320.6600036621094,207.17999267578125,1850692892.2664282,1922068293.8459246,32.74474799801777,0.18626136194307852,30.959999084472656,1289490,1289490,1293619,1,322206,1289532,1,323183,1851691181.64208
0.9731000065803528,73.03313799718687,82.49929988282996,79.56052782140853,-197.5800018310547,311.4200134277344,203.7899932861328,1862613619.4307852,1925942434.8085232,32.86097376912526,0.20563253843381105,31.15999984741211,1285397,1285397,1289532,1,322207,1285443,1,323183,1862121913.2767098
0.9692999720573425,73.04480775353663,82.48091134810444,79.54851701031888,-192.0800018310547,303.04998779296875,200.6199951171875,1873044160.3337803,1939204386.8275964,32.96677179156073,0.21755326755212753,30.90999984741211,1281297,1281297,1285443,1,322208,1281343,1,323183,1870555875.428401
0.965499997138977,73.05613077090085,82.46301734275175,79.53661419989686,-185.77000427246094,293.82000732421875,198.19000244140625,1876024532.8565042,2078676894.6505735,33.03978592712466,0.1415586333004129,30.850000381469727,1277205,1277205,1281343,1,322209,1277253,1,323183,1877514528.3862314
0.9616000056266785,73.06720368145582,82.44562923526323,79.52484212712513,-179.83999633789062,286.3999938964844,195.69000244140625,1883474891.96841,2095961758.3072567,33.13366124427828,0.18030099738392028,30.90999984741211,1273106,1273106,1277253,1,322210,1273157,1,323183,1885963367.605424
0.9577999711036682,73.07794690576222,82.42844576061864,79.51321784474068,-172.9199981689453,279.8399963378906,192.27000427246094,1898375800.9238563,2088362437.788705,33.273729583826636,0.21457307972152725,31.209999084472656,1269004,1269004,1273157,1,322211,1269057,1,323183,1894397329.7571151
0.9538999795913696,73.08822970616978,82.41150102429197,79.5013718767753,-166.75,273.2799987792969,189.13999938964844,1901355982.7149456,2107435601.2516763,33.334823856231544,0.23692444404286006,31.280000686645508,1264910,1264910,1269057,1,322212,1264962,1,323183,1902845978.2446728
0.9501000046730042,73.09861482299932,82.39490302695086,79.48976464712784,-160.8000030517578,266.69000244140625,185.86000061035156,1908806341.8268514,2095961758.3072567,33.42869917338517,0.2264938088398437,31.399999618530273,1260805,1260805,1264962,1,322213,1260860,1,323183,1912785003.725227
0.9463000297546387,73.1083462515774,82.37845281999702,79.47825973390236,-154.24000549316406,259.95001220703125,182.91000366210938,1928177618.8347487,2111160780.807629,33.58962869452321,0.16838026826560382,31.5,1256700,1256700,1260860,1,322214,1256756,1,323183,1925197437.0436597
0.9423999786376953,73.11767409871328,82.36265630129463,79.46694808502947,-148.8300018310547,254.52999877929688,181.47999572753906,1938608159.7377439,2151393330.3531513,33.70585730775353,0.1713604560962041,31.530000686645508,1252607,1252607,1256756,1,322215,1252664,1,323183,1939100056.6234539
0.9386000037193298,73.12667225960061,82.34668357097664,79.45555117247162,-141.4499969482422,247.77000427246094,178.86000061035156,1950528886.902101,2178065814.3346744,33.82208307886102,0.1937118093154946,31.280000686645508,1248512,1248512,1252664,1,322216,1248571,1,323183,1953017362.5391147
0.9348000288009644,73.13540326094169,82.3314270556124,79.44442141946,-133.89999389648438,242.67999267578125,175.9199981689453,1969900163.9099984,2195350868.722992,33.983012599999064,0.20712263234911119,30.979999542236328,1244405,1244405,1248571,1,322217,1244466,1,323183,1964431506.4818952
0.930899977684021,73.1432418357134,82.31613643477418,79.433450825327,-127.0999984741211,237.58999633789062,174.82000732421875,1972880345.7010877,2199076239.0105796,34.05453746319883,0.2160631736368274,30.610000610351562,1240281,1240281,1244466,1,322218,1240346,1,323183,1974862238.116525
0.9271000027656555,73.15127367483771,82.30098223583191,79.42239496750904,-120.0199966430664,232.9600067138672,173.1999969482422,1981820891.0743554,2235434266.130234,34.14841278035245,0.23543437233164455,30.459999084472656,1236136,1236136,1240346,1,322219,1236201,1,323183,1979838998.6589181
0.9232000112533569,73.15897582771348,82.28614067040121,79.41107195014482,-114.02999877929688,228.74000549316406,170.3300018310547,1984801072.8654447,2258381761.2874384,34.22142691591638,0.26374609011009326,30.90999984741211,1232003,1232003,1236201,1,322220,1232067,1,323183,1986291068.395172
0.9193999767303467,73.16602429233778,82.27179363434333,79.40038556829505,-106.55000305175781,224.36000061035156,168.75999450683594,1992251431.9773505,2288928576.963195,34.31530223307001,0.2711965374825093,30.860000610351562,1227879,1227879,1232067,1,322221,1227942,1,323183,1994233324.392788
0.9156000018119812,73.1726862282569,82.25762280990106,79.38947750086436,-99.05999755859375,218.22000122070312,165.57000732421875,2005662345.4030695,2323349724.3331842,34.44196143709517,0.3054686309221586,31.43000030517578,1223739,1223739,1227942,1,322222,1223803,1,323183,2004664056.0274177
0.9117000102996826,73.17888774027715,82.24312229921024,79.37858648617068,-90.68000030517578,213.1699981689453,162.0,2016092886.3060646,2361496051.2591267,34.54626734504364,0.30695872483745873,31.59000015258789,1219603,1219603,1223803,1,322223,1219665,1,323183,2016092886.3060646
0.9078999757766724,73.18448672225695,82.22925273978822,79.36797968376021,-83.66999816894531,210.1300048828125,159.44000244140625,2026523617.9406943,2397854269.1104155,34.662493116151126,0.26374609011009326,31.709999084472656,1215449,1215449,1219665,1,322224,1215511,1,323183,2029012093.5777082
0.9039999842643738,73.18988107139282,82.21528654818988,79.3574297238064,-75.93000030517578,208.30999755859375,156.77000427246094,2044404708.6872299,2478021254.6565337,34.81001350176599,0.31291907829457466,31.68000030517578,1211296,1211296,1215511,1,322225,1211359,1,323183,2040932820.7420652
0.9002000093460083,73.19465015350555,82.20162162161179,79.3472662925578,-67.79000091552734,204.42999267578125,155.0399932861328,2051855067.7991357,2523915863.5076737,34.90388881891961,0.34570107781892384,30.850000381469727,1207120,1207120,1211359,1,322226,1207185,1,323183,2051855067.7991357
0.896399974822998,73.19862912547089,82.18784301012039,79.33683570176296,-58.209999084472656,200.91000366210938,152.55999755859375,2059305617.642676,2544926288.183579,34.997764136073236,0.38146328737795787,30.700000762939453,1202943,1202943,1207185,1,322227,1203015,1,323183,2056325435.8515868
0.8924999833106995,73.20232388515299,82.17429745270125,79.326763218445,-49.02000045776367,199.41000366210938,150.44000244140625,2057815431.3813143,2606019919.5350914,35.03650795452429,0.4440470985960559,30.559999465942383,1198765,1198765,1203015,1,322228,1198837,1,323183,2060795803.904038
0.888700008392334,73.20530242988133,82.16092810689771,79.31665662965304,-39.84000015258789,197.66000366210938,148.86000061035156,2065265981.2248547,2638503996.423782,35.130383271677914,0.35017135956482426,30.639999389648438,1194586,1194586,1198837,1,322229,1194662,1,323183,2064267691.8492026
0.8848999738693237,73.2077921294825,82.14777476242945,79.30651025114143,-30.329999923706055,196.8800048828125,149.52000427246094,2069736158.5456712,2695872448.2193413,35.20190813487767,0.3874236186309892,30.940000534057617,1190385,1190385,1194662,1,322230,1190464,1,323183,2069736158.5456712
0.8809999823570251,73.20971340451719,82.13412120434268,79.29617060827722,-19.739999771118164,195.4600067138672,148.72999572753906,2074206526.5981224,2705409029.9508266,35.28535286123645,0.3769929834279728,31.25,1186192,1186192,1190464,1,322231,1186275,1,323183,2076695002.2351363
0.8772000074386597,73.21086162214146,82.12045627776457,79.28583096541301,-8.84000015258789,196.05999755859375,150.35000610351562,2086127253.7624793,2745492427.358069,35.400089359979766,0.42169571207063844,31.079999923706055,1182009,1182009,1186275,1,322232,1182095,1,323183,2086618959.916555
0.8733000159263611,73.21090709610678,82.10703577375007,79.27535490065284,2.0799999237060547,196.47000122070312,149.8699951171875,2099537976.4565637,2818208863.0606465,35.52525644951793,0.5543138262874198,31.25,1177812,1177812,1182095,1,322233,1177904,1,323183,2101028162.7179258
0.8694999814033508,73.2105660413669,82.09310368762573,79.26468557154007,14.369999885559082,196.75,150.52999877929688,2117419067.2030993,2814334722.0980477,35.672776835132794,0.17434063282476206,31.15999984741211,1173621,1173621,1177904,1,322234,1173715,1,323183,2114439076.1436446
0.8657000064849854,73.20898582107209,82.07927391792335,79.25415266432326,27.5,198.8699951171875,151.52999877929688,2126359803.3080018,2800923808.672329,35.77708274308126,0.3397407243618079,31.3700008392334,1169410,1169410,1173715,1,322235,1169506,1,323183,2127358092.6836536
0.8618000149726868,73.20636538382064,82.0652793050967,79.24351175643882,40.13999938964844,201.69000244140625,153.2899932861328,2138280530.4723587,2972880393.3839965,35.89032996946041,0.46937862854390433,31.270000457763672,1165200,1165200,1169506,1,322236,1165298,1,323183,2138772236.626434
0.8579999804496765,73.20336978635531,82.05093226903882,79.23243884588385,52.75,203.2899932861328,156.24000549316406,2151691253.166443,3009238611.2352853,36.01549705899858,0.5647444614904361,31.079999923706055,1160992,1160992,1165298,1,322237,1161092,1,323183,2152689542.542095
0.854200005531311,73.19894175898246,82.03635786315435,79.22095098539536,66.33000183105469,207.8000030517578,159.8699951171875,2168082348.383251,3001490138.578453,36.16152533012644,0.24884517316117652,31.549999237060547,1156766,1156766,1161092,1,322238,1156871,1,323183,2170570633.2886305
0.8503000140190125,73.19344509342461,82.02102745259648,79.20940059820455,79.4000015258789,213.6699981689453,163.57000732421875,2191923802.7119656,2907912430.3382506,36.33884537363883,0.3546416413107246,32.0099983215332,1152531,1152531,1156871,1,322239,1152635,1,323183,2186455145.283862
0.8464999794960022,73.18718673894772,82.00552651466866,79.19752620901086,93.22000122070312,219.88999938964844,168.5800018310547,2199374161.823871,2925197484.726568,36.43272353291529,0.083445092726173,32.150001525878906,1148288,1148288,1152635,1,322240,1148395,1,323183,2210803182.8341527
0.8425999879837036,73.18028606471069,81.98901946525818,79.1849185521264,105.19000244140625,228.91000366210938,175.50999450683594,2241096706.899121,2961406550.4395766,36.712860212012,0.41871552424003816,32.2599983215332,1144037,1144037,1148395,1,322241,1144147,1,323183,2231664455.3717775
0.8388000130653381,73.17197001330314,81.97176209541995,79.17179362888646,117.80000305175781,239.63999938964844,183.88999938964844,2254507429.593205,2984354045.5967813,36.83653802918599,0.12516763353823834,31.979999542236328,1139785,1139785,1144147,1,322242,1139899,1,323183,2258977797.645656
0.8349999785423279,73.1629093257135,81.95362935174934,79.15757733047887,128.74000549316406,252.58999633789062,195.55999755859375,2281329256.444643,2986291116.0780807,37.03322998192392,0.38593354691977366,32.2400016784668,1135511,1135511,1139899,1,322243,1135629,1,323183,2290761507.9719863
0.8310999870300293,73.15304715948513,81.93445070687642,79.14270734381985,137.52000427246094,268.1700134277344,208.52999877929688,2336462524.213977,3003427209.0597525,37.38191013736921,0.46192818117148826,32.4900016784668,1131233,1131233,1135629,1,322244,1131355,1,323183,2334972528.6842494
0.8273000121116638,73.14258814746195,81.91344173489944,79.12650724367526,142.25999450683594,285.989990234375,222.92999267578125,2387125614.662494,2990165447.772314,37.69631997570162,0.4067948173258063,32.36000061035156,1126956,1126956,1131355,1,322245,1127082,1,323183,2387617320.81657
0.8234000205993652,73.13178239645323,81.89126749256118,79.10935787450465,145.55999755859375,304.44000244140625,236.74000549316406,2439278700.640739,2963343811.6525106,38.02712033640839,0.11622709225052213,32.790000915527344,1122657,1122657,1127082,1,322246,1122783,1,323183,2437788705.1110115
0.819599986076355,73.12084590779422,81.86760397785876,79.09120807809705,142.2899932861328,323.4800109863281,248.8800048828125,2486961609.298167,2978691795.559529,38.32513681024361,0.23096409058574413,32.63999938964844,1118356,1118356,1122783,1,322247,1118483,1,323183,2485471613.76844
0.8158000111579895,73.11038689577104,81.84246824352915,79.07165995725592,133.97999572753906,339.25,260.3399963378906,2530174340.6347785,2959469479.958277,38.59186435381714,0.21904336146742767,32.81999969482422,1114046,1114046,1118483,1,322248,1114173,1,323183,2537624890.478319
0.8119000196456909,73.10047925557735,81.8158261840984,79.05127625230207,120.5199966430664,355.94000244140625,271.0299987792969,2595738340.038742,2990165447.772314,38.980777600077644,0.41722545252882265,32.709999084472656,1109724,1109724,1114173,1,322249,1109852,1,323183,2596230046.1928177
0.8080999851226807,73.09164025356864,81.78788811665606,79.03048896590602,106.95999908447266,369.3599853515625,277.989990234375,2662792525.7040677,2961406550.4395766,39.36671230160982,0.5692147210322519,32.20000076293945,1105396,1105396,1109852,1,322250,1105525,1,323183,2656832162.121889
0.8043000102043152,73.08396652192121,81.7588757267831,79.00852504065736,90.94999694824219,380.95001220703125,283.3699951171875,2711965429.8912234,2955744300.402324,39.652808912286034,0.6809715204348313,32.18000030517578,1101065,1101065,1105525,1,322251,1101194,1,323183,2706005066.309045
0.8004000186920166,73.07737848119575,81.72886290967313,78.98611206000119,74.66000366210938,390.0799865722656,287.69000244140625,2743257243.331843,2988228377.2910147,39.86291284266997,0.5543138262874198,32.27000045776367,1096736,1096736,1101194,1,322252,1096869,1,323183,2746237615.854567
0.7965999841690063,73.07207507999053,81.69778145437819,78.96337507734212,58.20000076293945,397.20001220703125,289.1600036621094,2783489792.8773656,2984354045.5967813,40.110265634895136,0.5468633789150037,32.349998474121094,1092404,1092404,1096869,1,322253,1092536,1,323183,2783489792.8773656
0.7926999926567078,73.06805063405987,81.66615999574509,78.94027998720617,43.099998474121094,401.8399963378906,291.1499938964844,2823722342.422888,3026374704.216957,40.35464272451479,0.5796453562352682,33.060001373291016,1088063,1088063,1092536,1,322254,1088196,1,323183,2822723862.3156013
0.7889000177383423,73.06516303726217,81.63428843030275,78.91743500387948,28.34000015258789,405.8500061035156,291.4800109863281,2860974519.445686,3045447867.6799283,40.58113433515025,0.6526598026563826,32.84000015258789,1083707,1083707,1088196,1,322255,1083845,1,323183,2860974519.445686
0.785099983215332,73.06350892177372,81.60168359716964,78.8940386487233,14.5,409.57000732421875,292.0400085449219,2898226696.4684844,3051259079.1238265,40.81358871948806,0.6720310013511998,32.91999816894531,1079334,1079334,1083845,1,322256,1079476,1,323183,2887796155.5654893
0.7811999917030334,73.06300302390956,81.56858991890937,78.87058545111046,0.9100000262260437,411.9700012207031,291.4100036621094,2904187060.050663,3066458101.624199,40.894054901118494,0.713753542163265,32.86000061035156,1074953,1074953,1079476,1,322257,1075097,1,323183,2911637609.894203
0.777400016784668,73.06379313405695,81.5352688708225,78.84742783427221,-11.399999618530273,412.3999938964844,289.7900085449219,2932498882.431828,3079868824.318283,41.081805535425744,0.5647444614904361,33.08000183105469,1070571,1070571,1075097,1,322258,1070718,1,323183,2926538518.84965
0.7735000252723694,73.06516303726217,81.50154992553911,78.82397463665937,-23.75,413.260009765625,288.989990234375,2942929614.0664577,3083743156.0125165,41.180151511794705,0.670540885231815,32.720001220703125,1066179,1066179,1070718,1,322259,1066331,1,323183,2942437717.180748
0.7696999907493591,73.0675447361957,81.46766613713143,78.80020880553498,-35.939998626708984,413.7099914550781,287.0299987792969,2951869968.7080913,3104753389.956787,41.27849748816367,0.7286544369080972,32.689998626708984,1061781,1061781,1066331,1,322260,1061936,1,323183,2957830332.2902694
0.7659000158309937,73.07101781029688,81.43348108370353,78.77649981686724,-45.130001068115234,413.9700012207031,285.0899963378906,2978691795.559529,3127700885.1139917,41.45581753167607,0.36060199476784055,33.0099983215332,1057379,1057379,1061936,1,322261,1057535,1,323183,2982670266.72627
0.7620000243186951,73.07530941577377,81.39919371385365,78.75312051444806,-54.84000015258789,412.8399963378906,282.8299865722656,3017433968.112055,3133363135.151244,41.68529337128554,0.6884220122154167,32.9900016784668,1052959,1052959,1057535,1,322262,1053119,1,323183,3016435678.736403
0.7581999897956848,73.08003302392119,81.36426970848932,78.72942857851731,-65.94999694824219,410.7699890136719,280.4100036621094,3053196149.605126,3163909950.827,41.9058250503415,0.8627626228360941,32.81999969482422,1048534,1048534,1053119,1,322263,1048694,1,323183,3039293720.756966
