scale,posX,posY,posZ,pecVX,pecVY,pecVZ,mvir,m200c_all,rvir,rs,vmax,pid,upid,desc_id,mmp,dfid,id,num_prog,lastprog_dfid,sam_mvir
1.0,72.982877897019,82.8635804505022,79.6966484523427,-105.94000244140625,402.07000732421875,291.9800109863281,2163611980.3308,2787513085.978245,34.172255348793314,0.16838026826560382,31.450000762939453,1314411,1313946,-1,1,305402,1314467,1,306785,2163611980.3308
0.9962000250816345,72.98900551384561,82.84026367478533,79.67982308517499,-104.38999938964844,410.32000732421875,294.9100036621094,2157651616.7486215,2862017630.755476,34.194605802747176,0.15794963306258747,31.459999084472656,1310394,1309927,1314467,1,305403,1310450,1,306785,2160631798.539711
0.9922999739646912,72.99500807726761,82.8162136313777,79.66284992762,-102.12999725341797,419.2099914550781,297.6300048828125,2160631798.539711,2862017630.755476,34.26761993831111,0.15198926850342923,31.40999984741211,1306345,1305872,1310450,1,305404,1306401,1,306785,2163120274.176725
0.9884999990463257,73.00099927219827,82.79152126820995,79.64546182013147,-101.37000274658203,428.9599914550781,299.30999755859375,2171062339.442706,2917449012.069736,34.37043657389541,0.12665772745353848,31.18000030517578,1302267,1301789,1306401,1,305405,1302323,1,306785,2173550815.0797195
0.9846000075340271,73.00682562400466,82.76622069075607,79.6281305550996,-98.22000122070312,437.70001220703125,299.989990234375,2188943430.1892414,2969006061.689763,34.522424776602776,0.23245418450104427,31.18000030517578,1298163,1297683,1302323,1,305406,1298219,1,306785,2187453434.659514
0.9807999730110168,73.01245871145845,82.7403232675074,79.61054918325847,-94.18000030517578,446.5799865722656,298.5199890136719,2202354343.61496,2611831321.710624,34.646102593776774,0.07450454588743564,31.56999969482422,1294061,1293580,1298219,1,305407,1294117,1,306785,2201356054.2393084
0.9769999980926514,73.017790533892,82.71368120807664,79.59285981074972,-89.68000030517578,455.92999267578125,297.80999755859375,2212784884.5179553,2791387226.940843,34.74891922936108,0.1102667276913639,31.670000076293945,1289974,1289490,1294117,1,305408,1290030,1,306785,2215765257.0406795
0.9731000065803528,73.0228722495163,82.68623198576148,79.57526707041727,-84.75,465.1700134277344,296.0400085449219,2232156161.525853,2841007206.079571,34.900910274191276,0.21457307972152725,32.29999923706055,1285882,1285397,1290030,1,305409,1285938,1,306785,2231664455.3717775
0.9692999720573425,73.02780617475332,82.65832233954747,79.55754927668019,-78.25,474.0799865722656,292.8599853515625,2250037252.2723885,3162121841.7523465,35.05289847689864,0.6019967427606857,32.689998626708984,1281780,1281297,1285938,1,305410,1281837,1,306785,2248055359.856951
0.965499997138977,73.03231946581114,82.62968510988838,79.54000769455872,-69.47000122070312,482.6199951171875,288.7200012207031,2261957979.4367456,3280434963.492773,35.164656430913624,0.11622709225052213,32.41999816894531,1277687,1277205,1281837,1,305411,1277744,1,306785,2264938161.2278347
